Input.title,Input.body,Answer.Confidence,Unnamed: 3,Answer.reason for confidence rating,Answer.answer,rating,type of answer,Unnamed: 8,1: not related,emotional
PDD-NOS and dating?,"I recently went to the hospital and got psychological testing proving that I have PDD NOS. I am 23 and have only had one girlfriend and it only lasted about a week. Well recently I have started seeing a new girl. I don't know the social norms and speed for dating whatsoever. Luckily this girl is pretty laid back and knows all of this. But tonight we kissed for the first time, and she said that I was going to fast. I am confused by this. Is this a coordination problem? Or is there any way that I can get tips on this without having to practice on her and embarrassing myself? This was only the second date. So I guess it's moving along normally? She's a very experienced dater.. So I don't know what to do..? I am asking this in this forum because I asked the same thing in another forum and the moderator moved to the personality disorder forum... Which didn't make sense to me and doesn't make me happy. Hoping you guys have better feedback.",Very confident,,,This same thing has happened to me. Relax as best you can and be happy that this woman is comfortable with letting you have feedback. She'll teach you. Let her and have all the fun you want. It's gonna be great.,,,,,
PDD-NOS and dating?,"I recently went to the hospital and got psychological testing proving that I have PDD NOS. I am 23 and have only had one girlfriend and it only lasted about a week. Well recently I have started seeing a new girl. I don't know the social norms and speed for dating whatsoever. Luckily this girl is pretty laid back and knows all of this. But tonight we kissed for the first time, and she said that I was going to fast. I am confused by this. Is this a coordination problem? Or is there any way that I can get tips on this without having to practice on her and embarrassing myself? This was only the second date. So I guess it's moving along normally? She's a very experienced dater.. So I don't know what to do..? I am asking this in this forum because I asked the same thing in another forum and the moderator moved to the personality disorder forum... Which didn't make sense to me and doesn't make me happy. Hoping you guys have better feedback.",Slightly confident,,,only by experience you can avoid this kind of problems,,,,,
Possible asperger's? Bad social skills and cannot maintain eye contact.,"It's only been the last year or two that I've even noticed that there is something off about the way I socialize and communicate with other people. I only looked into asperger's because I found out I am likely to have celiac disease. Anyways, I've always gotten very anxious in large groups of people, I noticed that it was extreme when I had my baby shower a year and a half ago. It was all I could do just to make it through the day. Anyway, I have discussed a lot of my issues socializing with my husband and he jokingly told me to take the asperger's test online, and I scored 38. Since then I've looked more into it and realize I have a lot of other things that relate to asperger's. For example, I don't look at anyone directly, except my very close family...my mom, sisters, husband, and son. That's about it. The last few months my husband has decided to point out to me when I'm not looking at someone (not while with the person, but later) when they are talking to me. We've been in and out of doctors a lot lately and he thinks that I make them uncomfortable because they will be looking right at me talking to me and I guess I just look at the floor or my son. I never really realized it until he started pointing it out, but now I notice and sometimes try to look at people directly but it is very hard for me to do. He also thinks that people think I'm being rude or unfriendly because I don't look at them, but I usually don't notice I do it, and even when I do it's hard to control. Just venting I guess, hoping to get some tips as to how to maintain eye contact?",Slightly confident,,I have never been in this situation before.,"My suggestion would be to look at the person when you are talking to them, maybe focusing on right above their head or something about their face. If you would appear to be looking at them and may not be considered being so rude.",,,,,
Possible asperger's? Bad social skills and cannot maintain eye contact.,"It's only been the last year or two that I've even noticed that there is something off about the way I socialize and communicate with other people. I only looked into asperger's because I found out I am likely to have celiac disease. Anyways, I've always gotten very anxious in large groups of people, I noticed that it was extreme when I had my baby shower a year and a half ago. It was all I could do just to make it through the day. Anyway, I have discussed a lot of my issues socializing with my husband and he jokingly told me to take the asperger's test online, and I scored 38. Since then I've looked more into it and realize I have a lot of other things that relate to asperger's. For example, I don't look at anyone directly, except my very close family...my mom, sisters, husband, and son. That's about it. The last few months my husband has decided to point out to me when I'm not looking at someone (not while with the person, but later) when they are talking to me. We've been in and out of doctors a lot lately and he thinks that I make them uncomfortable because they will be looking right at me talking to me and I guess I just look at the floor or my son. I never really realized it until he started pointing it out, but now I notice and sometimes try to look at people directly but it is very hard for me to do. He also thinks that people think I'm being rude or unfriendly because I don't look at them, but I usually don't notice I do it, and even when I do it's hard to control. Just venting I guess, hoping to get some tips as to how to maintain eye contact?",Not confident at all,,,She does not give a lot of firm details about why she feels she might have Asperger's. The online tests are notoriously unreliable and it really does require a psychiatrist to diagnose it.,,,,,
Possible asperger's? Bad social skills and cannot maintain eye contact.,"It's only been the last year or two that I've even noticed that there is something off about the way I socialize and communicate with other people. I only looked into asperger's because I found out I am likely to have celiac disease. Anyways, I've always gotten very anxious in large groups of people, I noticed that it was extreme when I had my baby shower a year and a half ago. It was all I could do just to make it through the day. Anyway, I have discussed a lot of my issues socializing with my husband and he jokingly told me to take the asperger's test online, and I scored 38. Since then I've looked more into it and realize I have a lot of other things that relate to asperger's. For example, I don't look at anyone directly, except my very close family...my mom, sisters, husband, and son. That's about it. The last few months my husband has decided to point out to me when I'm not looking at someone (not while with the person, but later) when they are talking to me. We've been in and out of doctors a lot lately and he thinks that I make them uncomfortable because they will be looking right at me talking to me and I guess I just look at the floor or my son. I never really realized it until he started pointing it out, but now I notice and sometimes try to look at people directly but it is very hard for me to do. He also thinks that people think I'm being rude or unfriendly because I don't look at them, but I usually don't notice I do it, and even when I do it's hard to control. Just venting I guess, hoping to get some tips as to how to maintain eye contact?",Somewhat confident,,,Whatever thing we have in our inner heart will happen to us.So always keep our mind and heart blind thing.,,,,,
Possible asperger's? Bad social skills and cannot maintain eye contact.,"It's only been the last year or two that I've even noticed that there is something off about the way I socialize and communicate with other people. I only looked into asperger's because I found out I am likely to have celiac disease. Anyways, I've always gotten very anxious in large groups of people, I noticed that it was extreme when I had my baby shower a year and a half ago. It was all I could do just to make it through the day. Anyway, I have discussed a lot of my issues socializing with my husband and he jokingly told me to take the asperger's test online, and I scored 38. Since then I've looked more into it and realize I have a lot of other things that relate to asperger's. For example, I don't look at anyone directly, except my very close family...my mom, sisters, husband, and son. That's about it. The last few months my husband has decided to point out to me when I'm not looking at someone (not while with the person, but later) when they are talking to me. We've been in and out of doctors a lot lately and he thinks that I make them uncomfortable because they will be looking right at me talking to me and I guess I just look at the floor or my son. I never really realized it until he started pointing it out, but now I notice and sometimes try to look at people directly but it is very hard for me to do. He also thinks that people think I'm being rude or unfriendly because I don't look at them, but I usually don't notice I do it, and even when I do it's hard to control. Just venting I guess, hoping to get some tips as to how to maintain eye contact?",Somewhat confident,,"I have had much trouble making eye contact, and learned many things the hard way - through people being upset at me and tme asking lots of questions when I eventually gained some confidence.","I, too, have the eye contact problem! Here is what I have learned:

1) Eye contact should be brief, because people get pretty uncomfortable if you keep looking at them (learned the hard way). Look at them, look away, look over their shoulder, look at their face, etc. Blink! This one is a little tough for me because if you move your eyes too much then people may think your shifty, and if you don't move your eyes enough then you must be a creep. Practice makes it easier. 

2) It usually works to look near their eyes, like at the ear, eyebrow, nose, glasses. It can be really hard to tell (at least in my experience) when someone is looking you exactly in the eye, especially from a distance of 3-6 feet. Or farther. 

3) Practice with someone you know, like a friend. You don't even have to tell them if you don't want to! 

4) Make silly faces with someone you know really well, like your son or husband. Stare them deep in the eyeballs and be goofy! This helps your body, your subconscious, understand that sometimes nice feelings happen from eye contact and it's not always stressful. Then it's easier to relax when making eye contact with acquaintances and strangers. 

5) Oh yeah start small! Don't worry about maintaining eye contact for most of a conversation, start with a few glances here and there.",,,,,
Possible asperger's? Bad social skills and cannot maintain eye contact.,"It's only been the last year or two that I've even noticed that there is something off about the way I socialize and communicate with other people. I only looked into asperger's because I found out I am likely to have celiac disease. Anyways, I've always gotten very anxious in large groups of people, I noticed that it was extreme when I had my baby shower a year and a half ago. It was all I could do just to make it through the day. Anyway, I have discussed a lot of my issues socializing with my husband and he jokingly told me to take the asperger's test online, and I scored 38. Since then I've looked more into it and realize I have a lot of other things that relate to asperger's. For example, I don't look at anyone directly, except my very close family...my mom, sisters, husband, and son. That's about it. The last few months my husband has decided to point out to me when I'm not looking at someone (not while with the person, but later) when they are talking to me. We've been in and out of doctors a lot lately and he thinks that I make them uncomfortable because they will be looking right at me talking to me and I guess I just look at the floor or my son. I never really realized it until he started pointing it out, but now I notice and sometimes try to look at people directly but it is very hard for me to do. He also thinks that people think I'm being rude or unfriendly because I don't look at them, but I usually don't notice I do it, and even when I do it's hard to control. Just venting I guess, hoping to get some tips as to how to maintain eye contact?",Slightly confident,,,just look with confidence,,,,,
Problem with friendships...,"Ever since I was a child, I've been overly attached to friends I feel very close to.  I get jealous when they hang out with other people.  I become anxious and upset when they don't respond to my phone calls or emails.  And I become crushed when they ignore my friend requests for Facebook. 
Recently I found an old friend on Facebook.  I sent her a friend request, but she didn't respond.  She did respond to request from my other friends right away, though.  After a few days, she ignored my request.  I was really disappointed because I was hoping to hang out with her again (and I have a secret crush on her.)  But what really set me off was when I saw a photo of three of my friends hanging out with her at a restaurant, without me.  That was the straw that broke the camel's back.  I cried that night and the next morning I even contemplated suicide (I know this seems a little dramatic, but that's how I really felt.) 
I don't want to be overly attached to other people anymore.  What should I do to have healthier friendships?",Somewhat confident,,,"Help yourself by being selfish. ""Go for it"". But I mean that in a way that you are most comfortable with. Be spontaneous in regard to what you want, at levels you are ready to use. Then slowly expand on those levels. Slowly become more daring.",,,,,
Problem with friendships...,"Ever since I was a child, I've been overly attached to friends I feel very close to.  I get jealous when they hang out with other people.  I become anxious and upset when they don't respond to my phone calls or emails.  And I become crushed when they ignore my friend requests for Facebook. 
Recently I found an old friend on Facebook.  I sent her a friend request, but she didn't respond.  She did respond to request from my other friends right away, though.  After a few days, she ignored my request.  I was really disappointed because I was hoping to hang out with her again (and I have a secret crush on her.)  But what really set me off was when I saw a photo of three of my friends hanging out with her at a restaurant, without me.  That was the straw that broke the camel's back.  I cried that night and the next morning I even contemplated suicide (I know this seems a little dramatic, but that's how I really felt.) 
I don't want to be overly attached to other people anymore.  What should I do to have healthier friendships?",Very confident,,,"I think this is a common issue among younger people.  What you are experiencing is anxiety.  Keep in mind that happiness comes from inside.  Being dependent on friends or others besides your mom and dad is not healthy, because you feel like you need them in order to be happy.  Don't be afraid to spend time by yourself and reflect on the wonderful person that you are.  Make sure that you also do your favorite hobbies by yourself and be able to spend time on your own so you won't feel so dependent on your friends.  Look at it as you're happy by yourself but your friends add an extra ingredient to your life. But you are still the main ingredient in your own contentment.",,,,,
Problem with friendships...,"Ever since I was a child, I've been overly attached to friends I feel very close to.  I get jealous when they hang out with other people.  I become anxious and upset when they don't respond to my phone calls or emails.  And I become crushed when they ignore my friend requests for Facebook. 
Recently I found an old friend on Facebook.  I sent her a friend request, but she didn't respond.  She did respond to request from my other friends right away, though.  After a few days, she ignored my request.  I was really disappointed because I was hoping to hang out with her again (and I have a secret crush on her.)  But what really set me off was when I saw a photo of three of my friends hanging out with her at a restaurant, without me.  That was the straw that broke the camel's back.  I cried that night and the next morning I even contemplated suicide (I know this seems a little dramatic, but that's how I really felt.) 
I don't want to be overly attached to other people anymore.  What should I do to have healthier friendships?",Very confident,,been there,"friends come and go, as they say for a reason, season, or a lifetime. people change and so do you. what you have to do is to build a new social circle and the hurt your experienced will go away with time",,,,,
Problem with friendships...,"Ever since I was a child, I've been overly attached to friends I feel very close to.  I get jealous when they hang out with other people.  I become anxious and upset when they don't respond to my phone calls or emails.  And I become crushed when they ignore my friend requests for Facebook. 
Recently I found an old friend on Facebook.  I sent her a friend request, but she didn't respond.  She did respond to request from my other friends right away, though.  After a few days, she ignored my request.  I was really disappointed because I was hoping to hang out with her again (and I have a secret crush on her.)  But what really set me off was when I saw a photo of three of my friends hanging out with her at a restaurant, without me.  That was the straw that broke the camel's back.  I cried that night and the next morning I even contemplated suicide (I know this seems a little dramatic, but that's how I really felt.) 
I don't want to be overly attached to other people anymore.  What should I do to have healthier friendships?",Somewhat confident,,,"You have to understand that you are not that person's only friend. Just like you have multiple friends, they have multiple friends as well. You can't be jealous of their friendships, it makes the friendship you have with them an unhealthy one. Imagine if they didn't want you hanging out with your other friends because they get jealous. That is how you make them feel. If you make them feel like that, they probably won't want to hang out with you. You also can't smother them. If you are constantly around them, they will look forward to the time they have away from you. People need space, you have to give it to them. That is probably why they rejected your requests. Just work on being a little less jealous and clingy and I'm sure your friendships will improve.",,,,,
Problem with friendships...,"Ever since I was a child, I've been overly attached to friends I feel very close to.  I get jealous when they hang out with other people.  I become anxious and upset when they don't respond to my phone calls or emails.  And I become crushed when they ignore my friend requests for Facebook. 
Recently I found an old friend on Facebook.  I sent her a friend request, but she didn't respond.  She did respond to request from my other friends right away, though.  After a few days, she ignored my request.  I was really disappointed because I was hoping to hang out with her again (and I have a secret crush on her.)  But what really set me off was when I saw a photo of three of my friends hanging out with her at a restaurant, without me.  That was the straw that broke the camel's back.  I cried that night and the next morning I even contemplated suicide (I know this seems a little dramatic, but that's how I really felt.) 
I don't want to be overly attached to other people anymore.  What should I do to have healthier friendships?",Somewhat confident,,Have been hurt by friends before.,"Maybe you can start developing new friendships with other people to spend time with, when your other friends are not available. Also mention to your friends that you saw the picture, they may have a good explaination.",,,,,
Problems with phones,"Hi there - i am new to this forum so bear with me 

Does anyone else there have problems with making/receiving phone calls from people they don't know? 

I can talk on the phone with friends, but anything involving phone calls to unknown people is a major problem for me. This has been a problem in jobs all my life.",Somewhat confident,,I had experience in it,"Hi, All of them are having problems of attending unknown calls, for that you can put an app called true caller. its for android and Symbian phones if you installed it you can know who is calling you and where it is from . I also had that problem. but now  im free of it. You can try it or avoid taking unknown calls",,,,,
Problems with phones,"Hi there - i am new to this forum so bear with me 

Does anyone else there have problems with making/receiving phone calls from people they don't know? 

I can talk on the phone with friends, but anything involving phone calls to unknown people is a major problem for me. This has been a problem in jobs all my life.",Somewhat confident,,Because I know the feel confident in knowing what I will answer,"yes, because I am shy and it takes a minute to feel comfortable to hold conversations",,,,,
Problems with phones,"Hi there - i am new to this forum so bear with me 

Does anyone else there have problems with making/receiving phone calls from people they don't know? 

I can talk on the phone with friends, but anything involving phone calls to unknown people is a major problem for me. This has been a problem in jobs all my life.",Somewhat confident,,I have a college background in people with autism.,"You might want to go to a small group, with other peers that have similar learning disablitites. In learning coping skills in everyday situations.",,,,,
Problems with phones,"Hi there - i am new to this forum so bear with me 

Does anyone else there have problems with making/receiving phone calls from people they don't know? 

I can talk on the phone with friends, but anything involving phone calls to unknown people is a major problem for me. This has been a problem in jobs all my life.",Not confident at all,,,I am actually more confident when talking to strangers,,,,,
Problems with phones,"Hi there - i am new to this forum so bear with me 

Does anyone else there have problems with making/receiving phone calls from people they don't know? 

I can talk on the phone with friends, but anything involving phone calls to unknown people is a major problem for me. This has been a problem in jobs all my life.",Somewhat confident,,,"If you are making a phonecall to someone you don't know or haven't talked to before, try to just know what you need to discuss before you make the call. Take notes if you have to in order to make sure all your questions are answered. When you receive the call, be calm and collected and just be yourself. Listen closely and ask them to repeat themselves if you miss something. If you are busy, you can also try to let it go to voicemail and listen to the recording afterwards and then take the time to collect yourself and call them back if needed.",,,,,
Regretful/Guilty Thoughts?,"You know when you're just sitting around, minding your own business, not doing much, then all of a sudden a wave of regrets washes over you?!

All those these bad thoughts you wish you could block out take over your mind, and then you feel yourself get very angry or guilty? 

Like, let's say you think about something somebody said to you a couple years ago.  You know it doesn't matter, but you can't help thinking in the back of your mind, ""I need to get revenge on that person, I hope they feel horrible.""

Or it can be the other way around, you could regret saying something to someone in the past, then you feel guilty and unpleasant.  You think, ""I wished I would've reacted differently or said something else."" 

Know what I mean?  Every day these thoughts enter my head, and I feel myself heat up and my heart races.  I just calm down by taking deep breaths, listening to my music, or drawing.   

Isn't it frustrating though?  Do you have these thoughts/regrets?  How do you usually get rid of them?",Very confident,,,"Forget about the past. The past is what it is the past. We all have crazy thoughts like that and usually they pass. If we dwell on them it will cause problems. Worry about yourself now and what you can do for your future do not worry about the past. If you can come to terms with the past and ""Let It Go"" you will be fine. I too find things to get lost in while having moments like that and then they pass. Worry about yourself and don't worry about the past.",,,,,
Regretful/Guilty Thoughts?,"You know when you're just sitting around, minding your own business, not doing much, then all of a sudden a wave of regrets washes over you?!

All those these bad thoughts you wish you could block out take over your mind, and then you feel yourself get very angry or guilty? 

Like, let's say you think about something somebody said to you a couple years ago.  You know it doesn't matter, but you can't help thinking in the back of your mind, ""I need to get revenge on that person, I hope they feel horrible.""

Or it can be the other way around, you could regret saying something to someone in the past, then you feel guilty and unpleasant.  You think, ""I wished I would've reacted differently or said something else."" 

Know what I mean?  Every day these thoughts enter my head, and I feel myself heat up and my heart races.  I just calm down by taking deep breaths, listening to my music, or drawing.   

Isn't it frustrating though?  Do you have these thoughts/regrets?  How do you usually get rid of them?",Very confident,,Everyone experiences regret and holds onto past confrontations.,"Everyone deals with thoughts similar to yours. ""What if"" is a heavy question that can quickly lead to doubt and depression concerning life choices. Often people remember scenarios that made them angry and people that wronged them. The only answer is to either confront them and talk it out with the person out how you are still holding onto feelings of anger towards them for something they once did. You'll always wish you had the perfect comeback to the jerk from your school or your annoying co-worker. You either have to confront these feelings or try to let it go. Odds are they might not remember the scenario like you still do and it might be best to just forgive them if you don't have the capability to explain your feelings of enmity to them. If you acted poorly in a situation try to make amends now and tell the person you feel bad for that interaction. They will most likely appreciate this kindness even if they aren't holding a grudge towards you.",,,,,
Regretful/Guilty Thoughts?,"You know when you're just sitting around, minding your own business, not doing much, then all of a sudden a wave of regrets washes over you?!

All those these bad thoughts you wish you could block out take over your mind, and then you feel yourself get very angry or guilty? 

Like, let's say you think about something somebody said to you a couple years ago.  You know it doesn't matter, but you can't help thinking in the back of your mind, ""I need to get revenge on that person, I hope they feel horrible.""

Or it can be the other way around, you could regret saying something to someone in the past, then you feel guilty and unpleasant.  You think, ""I wished I would've reacted differently or said something else."" 

Know what I mean?  Every day these thoughts enter my head, and I feel myself heat up and my heart races.  I just calm down by taking deep breaths, listening to my music, or drawing.   

Isn't it frustrating though?  Do you have these thoughts/regrets?  How do you usually get rid of them?",Slightly confident,,,"I get rid of them by first making sure what is expected of me that day is taken care of. Then, I do what ever I want. Bad, good, whatever. I become selfish and do what pleases me most. A vacation within normal time.",,,,,
Regretful/Guilty Thoughts?,"You know when you're just sitting around, minding your own business, not doing much, then all of a sudden a wave of regrets washes over you?!

All those these bad thoughts you wish you could block out take over your mind, and then you feel yourself get very angry or guilty? 

Like, let's say you think about something somebody said to you a couple years ago.  You know it doesn't matter, but you can't help thinking in the back of your mind, ""I need to get revenge on that person, I hope they feel horrible.""

Or it can be the other way around, you could regret saying something to someone in the past, then you feel guilty and unpleasant.  You think, ""I wished I would've reacted differently or said something else."" 

Know what I mean?  Every day these thoughts enter my head, and I feel myself heat up and my heart races.  I just calm down by taking deep breaths, listening to my music, or drawing.   

Isn't it frustrating though?  Do you have these thoughts/regrets?  How do you usually get rid of them?",Somewhat confident,,,"Autistic are watchful of the comments of others. They ,according to themselves, are behaving as good as they possibly can. However, to outsiders their movements and expressions are not the normal ones. Therefore,autistic are highly sensitive to personal comments. They usually classify these as good or bad with the latter category being in majority. These comments and their return retorts can often lead to a aftermath of guilt and shame. This may lead to more complications and inward looking behavior.",,,,,
Regretful/Guilty Thoughts?,"You know when you're just sitting around, minding your own business, not doing much, then all of a sudden a wave of regrets washes over you?!

All those these bad thoughts you wish you could block out take over your mind, and then you feel yourself get very angry or guilty? 

Like, let's say you think about something somebody said to you a couple years ago.  You know it doesn't matter, but you can't help thinking in the back of your mind, ""I need to get revenge on that person, I hope they feel horrible.""

Or it can be the other way around, you could regret saying something to someone in the past, then you feel guilty and unpleasant.  You think, ""I wished I would've reacted differently or said something else."" 

Know what I mean?  Every day these thoughts enter my head, and I feel myself heat up and my heart races.  I just calm down by taking deep breaths, listening to my music, or drawing.   

Isn't it frustrating though?  Do you have these thoughts/regrets?  How do you usually get rid of them?",Somewhat confident,,,"Sometime bad thoughts come to my mind.I overcome this by surrendering this to God.you can also TRY this........

Soon we can get rid off",,,,,
School Dances,"Last night I went to one of my school's three annual dances.  

Big mistake. I spent the entire time checking my watch, wanting desperately to leave so that I could go home and read. There were too many people, there was too much talking, I felt so utterly exposed and overstimulated. *shudder* When I finally got picked up my father said that I had an ""oversocialized"" face on, which surprised me because I didn't know there was such a thing. I don't think that's an experience I ever want to replicate if I don't get railroaded into it. 

Similar problems, stories, anyone?",Somewhat confident,,I have experienced this before.,"I am totally out of my element in social situations. I feel like I want to disappear. We recently went to a birthday party for my nephew and it was totally to much. Too much noise, people, everything.",,,,,
School Dances,"Last night I went to one of my school's three annual dances.  

Big mistake. I spent the entire time checking my watch, wanting desperately to leave so that I could go home and read. There were too many people, there was too much talking, I felt so utterly exposed and overstimulated. *shudder* When I finally got picked up my father said that I had an ""oversocialized"" face on, which surprised me because I didn't know there was such a thing. I don't think that's an experience I ever want to replicate if I don't get railroaded into it. 

Similar problems, stories, anyone?",Somewhat confident,,"Personal experience, giving advice to friends","It's a good thing that school dances aren't mandatory like classes, right? School dances are not for everyone. Some people enjoy socializing in that sort of loud, busy environment, and others don't. That's OK. Try socializing in more laid back settings and skip the school dances.",,,,,
School Dances,"Last night I went to one of my school's three annual dances.  

Big mistake. I spent the entire time checking my watch, wanting desperately to leave so that I could go home and read. There were too many people, there was too much talking, I felt so utterly exposed and overstimulated. *shudder* When I finally got picked up my father said that I had an ""oversocialized"" face on, which surprised me because I didn't know there was such a thing. I don't think that's an experience I ever want to replicate if I don't get railroaded into it. 

Similar problems, stories, anyone?",Very confident,,I hate social events,"Just try to ""be alone"" like don't think of yourself in a large group, pretend it is just you.",,,,,
School Dances,"Last night I went to one of my school's three annual dances.  

Big mistake. I spent the entire time checking my watch, wanting desperately to leave so that I could go home and read. There were too many people, there was too much talking, I felt so utterly exposed and overstimulated. *shudder* When I finally got picked up my father said that I had an ""oversocialized"" face on, which surprised me because I didn't know there was such a thing. I don't think that's an experience I ever want to replicate if I don't get railroaded into it. 

Similar problems, stories, anyone?",Very confident,,,"I think when you're a bit quiet and don't socialize too often, this situation can be challenging. Just continue to put yourself out there and you'll be better able to handle these situations and gain confidence.",,,,,
School Dances,"Last night I went to one of my school's three annual dances.  

Big mistake. I spent the entire time checking my watch, wanting desperately to leave so that I could go home and read. There were too many people, there was too much talking, I felt so utterly exposed and overstimulated. *shudder* When I finally got picked up my father said that I had an ""oversocialized"" face on, which surprised me because I didn't know there was such a thing. I don't think that's an experience I ever want to replicate if I don't get railroaded into it. 

Similar problems, stories, anyone?",Somewhat confident,,I had generalized anxiety disorder as a teenager and had to take medication for it. I've been in this situation.,"I've been in your situation! I used to have terrible anxiety and when a place started getting too crowded, I couldn't wait to leave. I tackled it with school dances by taking a couple friends with me who understood my situation. That way, I was able to dance with my own friends, talk with them, and they helped me to feel secure. They could also walk outside with me if I needed a break and I didn't have to stand out there and be alone. Worst case scenario, I would text/call someone to come get me! You don't have to completely immerse yourself here you're not comfortable. Take baby steps. 15 minutes at the first event/dance, 30 at the next, and keep adding time until you're comfortable. It's totally natural to have anxieties. A friend might be feeling the same way and you could be next to each other suffering in silence.",,,,,
Vocalizing internal thoughts,"As some of you may have deduced, I have aspergers. This really doesn't bother me for the most part. I prefer be alone than with other people, and although I've made the occasional social gaff with schoolmates, I seem to get along fine on and professional level and with adults. However, one thing I hate is that I am constantly vocalizing my internal thoughts. This has been very severe, and I can't seem to control it. It has led to some of the most humiliating moments of my life. Is there some way to treat this? I really want this to stop before I go off for college in a few weeks.",Somewhat confident,,,"no specific medications to treat asperger, however, can go even therapist who will help you control the externalization of thoughts helping you manage those emotions",,,,,
Vocalizing internal thoughts,"As some of you may have deduced, I have aspergers. This really doesn't bother me for the most part. I prefer be alone than with other people, and although I've made the occasional social gaff with schoolmates, I seem to get along fine on and professional level and with adults. However, one thing I hate is that I am constantly vocalizing my internal thoughts. This has been very severe, and I can't seem to control it. It has led to some of the most humiliating moments of my life. Is there some way to treat this? I really want this to stop before I go off for college in a few weeks.",Somewhat confident,,I have read about people with aspergers before so I am somewhat familiar with it. I would recommend going to a professional to get his professional opinion. I believe this is treatable.,I would recommend going to a professional and getting his or her opinion. I think this is treatable without medication.,,,,,
Vocalizing internal thoughts,"As some of you may have deduced, I have aspergers. This really doesn't bother me for the most part. I prefer be alone than with other people, and although I've made the occasional social gaff with schoolmates, I seem to get along fine on and professional level and with adults. However, one thing I hate is that I am constantly vocalizing my internal thoughts. This has been very severe, and I can't seem to control it. It has led to some of the most humiliating moments of my life. Is there some way to treat this? I really want this to stop before I go off for college in a few weeks.",Slightly confident,,,Try not saying whatever it is you're thinking. We all need a filter sometimes.,,,,,
Vocalizing internal thoughts,"As some of you may have deduced, I have aspergers. This really doesn't bother me for the most part. I prefer be alone than with other people, and although I've made the occasional social gaff with schoolmates, I seem to get along fine on and professional level and with adults. However, one thing I hate is that I am constantly vocalizing my internal thoughts. This has been very severe, and I can't seem to control it. It has led to some of the most humiliating moments of my life. Is there some way to treat this? I really want this to stop before I go off for college in a few weeks.",Somewhat confident,,I often have to put a muzzle on my mouth.,"I am a person whom often has to put their foot in their mouth, so I can relate.  I think one key is to try to have as much control over this as possible.  If you feel the internal thought turning into a word, maybe you could turn the volume down in your voice into a whisper so that only you can hear it being vocalized.  Eventually, you will be speaking under your breath which is something very common that we all do.  Hopefully, after a while with some practice you will be able to contain your internal thoughts or if they do vocalize it will be a very low whisper or under your breath so that others cannot hear.",,,,,
Vocalizing internal thoughts,"As some of you may have deduced, I have aspergers. This really doesn't bother me for the most part. I prefer be alone than with other people, and although I've made the occasional social gaff with schoolmates, I seem to get along fine on and professional level and with adults. However, one thing I hate is that I am constantly vocalizing my internal thoughts. This has been very severe, and I can't seem to control it. It has led to some of the most humiliating moments of my life. Is there some way to treat this? I really want this to stop before I go off for college in a few weeks.",Slightly confident,,,"My cousin has been diagnosed with aspergers since he was in kindergarten. His parents helped him understand maximally just what his condition was and to be self aware at all times in a comfortable manner. You will slip up. It's out of your control. But for my cousin, regular excersize to stay fit, along with casual meditation and counseling has helped him greatly.",,,,,
Watched any good anime lately?,"Anyone here watched any good anime lately? I went through a period of not watching very much anime, but now I think I'm getting back into it a little bit. I've started catching up on the most recent Black Jack series on Crunchyroll, and I've been enjoying it so far.    

I've also been meaning to start watching Eden of the East sometime since I've heard good things about it.",Slightly confident,,I watch some anime.,I'm currently watching Madoka Magica and I really enjoy it. I loved Kamisama Kiss.,,,,,
Watched any good anime lately?,"Anyone here watched any good anime lately? I went through a period of not watching very much anime, but now I think I'm getting back into it a little bit. I've started catching up on the most recent Black Jack series on Crunchyroll, and I've been enjoying it so far.    

I've also been meaning to start watching Eden of the East sometime since I've heard good things about it.",Somewhat confident,,Personal experience and preference,"I like the Mushishi Anime, as well as JoJo's.  These are pretty new and I think that you would like them, since you favor Crunchyroll.  Check them out!",,,,,
Watched any good anime lately?,"Anyone here watched any good anime lately? I went through a period of not watching very much anime, but now I think I'm getting back into it a little bit. I've started catching up on the most recent Black Jack series on Crunchyroll, and I've been enjoying it so far.    

I've also been meaning to start watching Eden of the East sometime since I've heard good things about it.",Somewhat confident,,,Anime exhibit what autistic persons might view as idealized state of movements in humans-including themselves. For them the fast paced anime can be a soothing watch. Also some abrupt moves of anime limbs(as in all such creations) can be identified by autistic as similar to theirs.,,,,,
Watched any good anime lately?,"Anyone here watched any good anime lately? I went through a period of not watching very much anime, but now I think I'm getting back into it a little bit. I've started catching up on the most recent Black Jack series on Crunchyroll, and I've been enjoying it so far.    

I've also been meaning to start watching Eden of the East sometime since I've heard good things about it.",Very confident,,i am an anime fan,there has not been any good stuff out in sometime. for me i have always been a fan of dragon ball z and nothing else come close.,,,,,
Watched any good anime lately?,"Anyone here watched any good anime lately? I went through a period of not watching very much anime, but now I think I'm getting back into it a little bit. I've started catching up on the most recent Black Jack series on Crunchyroll, and I've been enjoying it so far.    

I've also been meaning to start watching Eden of the East sometime since I've heard good things about it.",Not confident at all,,Not typically an anime watcher.,Not typically an anime watcher.,,,,,
